"","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"239","3",0,8,"0","6","0","2",0.68,0.635556,0.85,0.375617,226,889,1115,4088.57142857143,4661,3542,5130,5895,4758,3873,5191,4153,4334,4721.42857142857,4101.5,4486.61904761905,-0.122321213580544,3211.92708273293
"240","3",0,8,"0","0","0","1",0.707059,0.647959,0.561765,0.304659,1415,2919,4334,4078.28571428571,1115,4661,3542,5130,5895,4758,3873,5191,4634,4139.14285714286,2888,4335.2380952381,0.785205162781738,3991.17023273293
"241","3",0,8,"0","1","1","1",0.636667,0.607958,0.554583,0.159825,729,3905,4634,4303,4334,1115,4661,3542,5130,5895,4758,3873,5204,4205,2724.5,4361.38095238095,-0.119029176349083,4438.81181444722
"242","3",0,8,"0","2","1","1",0.639167,0.594704,0.548333,0.125008,775,4429,5204,4312.42857142857,4634,4334,1115,4661,3542,5130,5895,4758,5058,4187.28571428571,4484,4376.04761904762,0.0260613703236654,4639.2512341615
"243","3",0,8,"0","3","1","1",0.656667,0.611121,0.597917,0.0833333,688,4370,5058,4793.71428571429,5204,4634,4334,1115,4661,3542,5130,5895,5115,4088.57142857143,4919,4404.71428571429,0.117217981340119,4485.02489759007
"244","3",0,9,"0","4","1","1",0.655,0.614921,0.639167,0.141796,783,4332,5115,4880.28571428571,5058,5204,4634,4334,1115,4661,3542,5130,4727,4078.28571428571,5131,4417.95238095238,0.0140350877192982,4542.12018044722
"245","3",0,9,"0","5","1","2",0.643333,0.604808,0.727083,0.139929,875,3852,4727,4697,5115,5058,5204,4634,4334,1115,4661,3542,4484,4303,5086.5,4433.33333333333,-0.444099378881988,4603.38918501865
"246","3",0,9,"0","6","0","1",0.669167,0.633213,0.716667,0.185325,1935,2549,4484,4340.71428571429,4727,5115,5058,5204,4634,4334,1115,4661,4940,4312.42857142857,4921,4424.85714285714,-0.0141600514910963,4410.42749530436
"247","3",0,9,"0","0","0","1",0.709167,0.665429,0.742083,0.206467,2521,2419,4940,3903.28571428571,4484,4727,5115,5058,5204,4634,4334,1115,3351,4793.71428571429,4605.5,4440.7619047619,-3.02152466367713,5084.95449130436
"248","3",0,9,"1","1","0","2",0.673333,0.625646,0.790417,0.212696,1236,2115,3351,3435.71428571429,4940,4484,4727,5115,5058,5204,4634,4334,2710,4880.28571428571,4712,4494.09523809524,-0.139824642362713,4275.66774501865
"249","3",0,9,"0","2","1","3",0.54,0.5152,0.886957,0.343943,204,2506,2710,3266.71428571429,3351,4940,4484,4727,5115,5058,5204,4634,1996,4697,4145.5,4447.09523809524,0.276866637893828,3777.54586701865
"250","3",0,9,"0","3","1","3",0.599167,0.544229,0.917083,0.0970208,118,1878,1996,3389.71428571429,2710,3351,4940,4484,4727,5115,5058,5204,1842,4340.71428571429,3030.5,4351.14285714286,0.479246733282091,3191.60840559007
"251","3",0,9,"0","4","1","3",0.633913,0.555361,0.939565,0.192748,153,1689,1842,3404.85714285714,1996,2710,3351,4940,4484,4727,5115,5058,3544,3903.28571428571,2353,4222.66666666667,0.605377619612495,2841.71331301865
"252","3",0,9,"0","5","1","2",0.65,0.578946,0.897917,0.124379,417,3127,3544,3599.42857142857,1842,1996,2710,3351,4940,4484,4727,5115,5345,3435.71428571429,1919,4129.19047619048,0.639882697947214,3299.91969473293
"253","3",0,9,"0","6","0","1",0.66,0.607962,0.75375,0.153608,1750,3595,5345,3892.71428571429,3544,1842,1996,2710,3351,4940,4484,4727,5046,3266.71428571429,2693,4100.19047619048,0.250264438332981,4112.58046044722
"254","3",0,9,"0","0","0","1",0.653333,0.609229,0.71375,0.115054,1633,3413,5046,4291.14285714286,5345,3544,1842,1996,2710,3351,4940,4484,4713,3389.71428571429,4444.5,4107.52380952381,-0.192016057091882,4179.32660044722
"255","3",0,9,"0","1","1","1",0.644348,0.60213,0.692174,0.088913,690,4023,4713,4550.71428571429,5046,5345,3544,1842,1996,2710,3351,4940,4763,3404.85714285714,5195.5,4163.38095238095,-0.0214574898785425,3997.14822559007
"256","3",0,9,"0","2","1","1",0.650833,0.603554,0.7125,0.141804,701,4062,4763,4724.42857142857,4713,5046,5345,3544,1842,1996,2710,3351,4785,3599.42857142857,4879.5,4161.2380952381,-0.406445837063563,4206.80310673293
"257","3",0,9,"0","3","1","1",0.673333,0.6269,0.697083,0.1673,647,4138,4785,4605.28571428571,4763,4713,5046,5345,3544,1842,1996,2710,3659,3892.71428571429,4738,4107.33333333333,-0.757564575645756,4425.41336730436
"258","3",0,9,"0","4","1","2",0.5775,0.553671,0.709167,0.271146,428,3231,3659,4495,4785,4763,4713,5046,5345,3544,1842,1996,4760,4291.14285714286,4774,4090.90476190476,-1.39729458917836,4209.68578587579
"259","3",0,9,"0","5","1","2",0.469167,0.461475,0.590417,0.164183,742,4018,4760,4470.14285714286,3659,4785,4763,4713,5046,5345,3544,1842,4511,4550.71428571429,4222,4096.47619047619,-0.98642779587405,4773.2753281615
"260","3",0,9,"0","6","0","2",0.491667,0.478512,0.718333,0.189675,1434,3077,4511,4309.85714285714,4760,3659,4785,4763,4713,5046,5345,3544,4274,4724.42857142857,4209.5,4101.19047619048,-0.343115124153499,4726.9195681615
"261","3",0,9,"0","0","0","1",0.5075,0.490537,0.695,0.178483,1353,2921,4274,4248,4511,4760,3659,4785,4763,4713,5046,5345,4539,4605.28571428571,4635.5,4262.90476190476,0.156033676333022,4430.05160387579
"262","3",0,9,"0","1","1","2",0.549167,0.529675,0.69,0.151742,691,3848,4539,4410.28571428571,4274,4511,4760,3659,4785,4763,4713,5046,3641,4495,4392.5,4260.04761904762,0.1529924692826,4485.99295501865
"263","3",0,9,"0","2","1","2",0.561667,0.532217,0.88125,0.134954,438,3203,3641,4072.42857142857,4539,4274,4511,4760,3659,4785,4763,4713,4352,4470.14285714286,4406.5,4255.52380952381,0.0369191597708466,4120.27451101865
"264","3",0,9,"0","3","1","2",0.595,0.550533,0.9,0.0964042,539,3813,4352,4202.71428571429,3641,4539,4274,4511,4760,3659,4785,4763,4795,4309.85714285714,4090,4181.09523809524,0.235565819861432,4278.41037130436
"265","3",0,9,"0","4","1","2",0.628333,0.554963,0.902083,0.128125,555,4240,4795,4307.85714285714,4352,3641,4539,4274,4511,4760,3659,4785,2395,4248,3996.5,4147.47619047619,0.090491118077325,4477.60822930436
"266","4",0,9,"0","5","1","2",0.609167,0.522125,0.9725,0.0783667,258,2137,2395,4320.85714285714,4795,4352,3641,4539,4274,4511,4760,3659,5423,4410.28571428571,4573.5,4132.2380952381,-0.310467340803498,3628.1280901615
"267","4",0,9,"0","6","0","2",0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,4389.28571428571,2395,4795,4352,3641,4539,4274,4511,4760,5010,4072.42857142857,3595,4021.19047619048,0.496848739495798,4530.32856444722
"268","4",0,9,"0","0","0","2",0.634167,0.572637,0.845,0.0503792,1544,3466,5010,4325.71428571429,5423,2395,4795,4352,3641,4539,4274,4511,4630,4202.71428571429,3909,4065.90476190476,-0.20217246730215,4628.09831130436
"269","4",0,9,"0","1","1","2",0.649167,0.589042,0.848333,0.1107,684,3946,4630,4332,5010,5423,2395,4795,4352,3641,4539,4274,4120,4307.85714285714,5216.5,4069.2380952381,-0.172204024333177,4512.42931359008
"270","4",0,9,"0","2","1","2",0.636667,0.574525,0.885417,0.118171,477,3643,4120,4733,4630,5010,5423,2395,4795,4352,3641,4539,3907,4320.85714285714,4820,4130.14285714286,-0.0200484688257325,4259.2434661615
"271","4",0,9,"0","3","1","2",0.635,0.575158,0.84875,0.148629,480,3427,3907,4305.28571428571,4120,4630,5010,5423,2395,4795,4352,3641,4839,4389.28571428571,4375,4197.28571428571,-0.131557264487778,4229.87686559007
"272","4",0,9,"0","4","1","1",0.616667,0.574512,0.699167,0.172883,653,4186,4839,4006.42857142857,3907,4120,4630,5010,5423,2395,4795,4352,5202,4325.71428571429,4013.5,4288.28571428571,0.102251838235294,4539.99179273293
"273","4",0,9,"0","5","1","1",0.564167,0.544829,0.6475,0.206475,830,4372,5202,3855,4839,3907,4120,4630,5010,5423,2395,4795,2429,4332,4373,4431,-0.00917622523461939,4730.86434873293
"274","4",0,10,"0","6","0","2",0.41,0.412863,0.75375,0.292296,480,1949,2429,3903,5202,4839,3907,4120,4630,5010,5423,2395,2918,4733,5020.5,4509.95238095238,-1.17202505219207,3929.20627587579
"275","4",0,10,"0","0","0","2",0.356667,0.345317,0.791667,0.222013,616,2302,2918,4034.28571428571,2429,5202,4839,3907,4120,4630,5010,5423,3570,4305.28571428571,3815.5,4371.09523809524,0.552092937488475,3539.5715261615
"276","4",0,10,"0","1","1","2",0.384167,0.392046,0.760833,0.0833458,330,3240,3570,4023.71428571429,2918,2429,5202,4839,3907,4120,4630,5010,4456,4006.42857142857,2673.5,4269.7619047619,0.417564870259481,3707.93050844722
"277","4",0,10,"0","2","1","1",0.484167,0.472858,0.71,0.205854,486,3970,4456,3992.71428571429,3570,2918,2429,5202,4839,3907,4120,4630,4826,3855,3244,4215.33333333333,0.228941684665227,4069.21568959007
"278","4",0,10,"0","3","1","1",0.538333,0.527138,0.647917,0.17725,559,4267,4826,4418.42857142857,4456,3570,2918,2429,5202,4839,3907,4120,4765,3903,4013,4200.71428571429,-0.0815533980582524,4342.84930387579
"279","4",0,10,"0","4","1","1",0.494167,0.480425,0.620833,0.134954,639,4126,4765,4788.85714285714,4826,4456,3570,2918,2429,5202,4839,3907,4985,4034.28571428571,4641,4202.66666666667,-0.235218837983107,4426.9683201615
"280","4",0,10,"0","5","1","1",0.510833,0.504404,0.684167,0.0223917,949,4036,4985,5009.85714285714,4765,4826,4456,3570,2918,2429,5202,4839,5409,4023.71428571429,4795.5,4255.33333333333,0.015292415788386,4454.78551473293
"281","4",0,10,"0","6","0","1",0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,5025.14285714286,4985,4765,4826,4456,3570,2918,2429,5202,5511,3992.71428571429,4875,4266.04761904762,0.0417147251057286,4611.83413244722
"282","4",0,10,"0","0","0","1",0.540833,0.523983,0.7275,0.06345,2397,3114,5511,4680.85714285714,5409,4985,4765,4826,4456,3570,2918,2429,5117,4418.42857142857,5197,4308.80952380952,-1.22684232194319,5095.1004441615
"283","4",0,10,"1","1","0","1",0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,4416.28571428571,5511,5409,4985,4765,4826,4456,3570,2918,4563,4788.85714285714,5460,4367.71428571429,-0.888622344071282,5110.82061044722
"284","4",0,10,"0","2","1","2",0.566667,0.546096,0.80875,0.143042,667,3896,4563,4224.71428571429,5117,5511,5409,4985,4765,4826,4456,3570,2416,5009.85714285714,5314,4395.2380952381,-0.433333333333333,4931.8000301615
"285","4",0,10,"0","3","1","3",0.543333,0.517717,0.90625,0.24815,217,2199,2416,4197.28571428571,4563,5117,5511,5409,4985,4765,4826,4456,2913,5025.14285714286,4840,4439.14285714286,-0.0240125673249551,3922.40004844722
"286","4",0,10,"0","4","1","2",0.589167,0.551804,0.896667,0.141787,290,2623,2913,4130.14285714286,2416,4563,5117,5511,5409,4985,4765,4826,3644,4680.85714285714,3489.5,4346.95238095238,0.499378367177787,3786.56270330436
"287","4",0,10,"0","5","1","2",0.550833,0.529675,0.71625,0.223883,529,3115,3644,4052,2913,2416,4563,5117,5511,5409,4985,4765,5217,4416.28571428571,2664.5,4257.33333333333,0.388667366211962,3987.29105959007
"288","4",0,10,"0","6","0","1",0.506667,0.498725,0.483333,0.258083,1899,3318,5217,4078.42857142857,3644,2913,2416,4563,5117,5511,5409,4985,5041,4224.71428571429,3278.5,4316.80952380952,0.26900702106319,4590.87721473293
"289","4",0,10,"0","0","0","1",0.511667,0.503154,0.486667,0.281717,1748,3293,5041,4079.57142857143,5217,3644,2913,2416,4563,5117,5511,5409,4570,4197.28571428571,4430.5,4307,0.0354963948973932,4570.18674301865
"290","4",0,10,"0","1","1","1",0.534167,0.510725,0.579583,0.175379,713,3857,4570,4262.71428571429,5041,5217,3644,2913,2416,4563,5117,5511,4748,4130.14285714286,5129,4308.47619047619,0.0852839774995464,4311.1007701615
"291","4",0,10,"0","2","1","2",0.5325,0.522721,0.701667,0.110087,637,4111,4748,4357,4570,5041,5217,3644,2913,2416,4563,5117,2424,4052,4805.5,4305.61904761905,0.106898573382842,4339.03662044722
"292","4",0,10,"0","3","1","3",0.541739,0.513848,0.895217,0.243339,254,2170,2424,4227.14285714286,4748,4570,5041,5217,3644,2913,2416,4563,4195,4078.42857142857,4659,4335.52380952381,-0.0405435020819636,3393.63339730436
"293","4",0,10,"0","4","1","1",0.475833,0.466525,0.63625,0.422275,471,3724,4195,4132.85714285714,2424,4748,4570,5041,5217,3644,2913,2416,4304,4079.57142857143,3586,4264.90476190476,-0.0033112582781457,4149.6906921615
"294","4",0,10,"0","5","1","1",0.4275,0.423596,0.574167,0.221396,676,3628,4304,4078.14285714286,4195,2424,4748,4570,5041,5217,3644,2913,4308,4262.71428571429,3309.5,4234.2380952381,-0.440096120837624,4379.50570787579
"295","4",0,10,"0","6","0","1",0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,4069.42857142857,4304,4195,2424,4748,4570,5041,5217,3644,4381,4357,4249.5,4191.47619047619,-0.181119648737651,4396.27236673293
"296","4",0,10,"0","0","0","1",0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,4279.42857142857,4308,4304,4195,2424,4748,4570,5041,5217,4187,4227.14285714286,4306,4280.95238095238,0.174238067855089,4257.20442701865
"297","4",0,10,"0","1","1","1",0.463333,0.457067,0.772083,0.118792,699,3488,4187,4060,4381,4308,4304,4195,2424,4748,4570,5041,4687,4132.85714285714,4344.5,4350.61904761905,0.130926403491371,4135.16268730436
"298","4",0,10,"0","2","1","1",0.471667,0.463375,0.622917,0.166658,695,3992,4687,3980.42857142857,4187,4381,4308,4304,4195,2424,4748,4570,3894,4078.14285714286,4284,4380,0.0838074398249453,4337.60890444722
"299","4",0,10,"0","3","1","2",0.484167,0.472846,0.720417,0.148642,404,3490,3894,3454.57142857143,4687,4187,4381,4308,4304,4195,2424,4748,2659,4069.42857142857,4437,4391,0.0128475147430497,4009.42214787579
"300","4",0,10,"0","4","1","2",0.47,0.457046,0.812917,0.197763,240,2419,2659,3304.57142857143,3894,4687,4187,4381,4308,4304,4195,2424,3747,4279.42857142857,4290.5,4346.61904761905,-0.606435643564356,3688.78134101865
"301","4",0,10,"0","5","1","2",0.330833,0.318812,0.585833,0.229479,456,3291,3747,3230.57142857143,2659,3894,4687,4187,4381,4308,4304,4195,627,4060,3276.5,4246.33333333333,0.366150178784267,3849.28268559007
"302","4",0,10,"0","6","0","3",0.254167,0.227913,0.8825,0.351371,57,570,627,3142.14285714286,3747,2659,3894,4687,4187,4381,4308,4304,3331,3980.42857142857,3203,4187.38095238095,0.129414498141264,2514.57018730436
"303","4",0,10,"0","0","0","1",0.319167,0.321329,0.62375,0.176617,885,2446,3331,3183.85714285714,627,3747,2659,3894,4687,4187,4381,4308,3669,3454.57142857143,2187,3959.66666666667,0.854456824512535,3193.2256401615
"304","4",0,10,"0","1","1","1",0.34,0.356063,0.703333,0.10635,362,3307,3669,3371.71428571429,3331,627,3747,2659,3894,4687,4187,4381,4068,3304.57142857143,1979,3855.85714285714,0.239671307920566,3417.03563073293
"305","4",0,11,"0","2","1","1",0.400833,0.397088,0.68375,0.135571,410,3658,4068,3414.42857142857,3669,3331,627,3747,2659,3894,4687,4187,4186,3230.57142857143,3500,3786.90476190476,0.123716264628612,3580.60000873293
"306","4",0,11,"0","3","1","1",0.3775,0.390133,0.71875,0.0820917,370,3816,4186,3885.71428571429,4068,3669,3331,627,3747,2659,3894,4687,3974,3142.14285714286,3868.5,3763.33333333333,0.132067420524856,3575.25406130436
"307","4",0,11,"0","4","1","1",0.408333,0.405921,0.702083,0.136817,318,3656,3974,3931.14285714286,4186,4068,3669,3331,627,3747,2659,3894,4046,3183.85714285714,4127,3847.61904761905,-0.0749871597329224,3563.49627130436
"308","4",0,11,"0","5","1","2",0.403333,0.403392,0.6225,0.271779,470,3576,4046,3983.42857142857,3974,4186,4068,3669,3331,627,3747,2659,3926,3371.71428571429,4080,3898.14285714286,-0.494546822113577,3764.45870901865
"309","4",0,11,"0","6","0","1",0.326667,0.323854,0.519167,0.189062,1156,2770,3926,4003,4046,3974,4186,4068,3669,3331,627,3747,3649,3414.42857142857,4010,3917.28571428571,-0.0797971710701895,3673.9564361615
"310","4",0,11,"0","0","0","1",0.348333,0.362358,0.734583,0.0920542,952,2697,3649,3992,3926,4046,3974,4186,4068,3669,3331,627,4035,3885.71428571429,3986,3855.80952380952,-5.2615629984051,4006.89474530436
"311","4",0,11,"0","1","1","1",0.395,0.400871,0.75875,0.057225,373,3662,4035,3843.28571428571,3649,3926,4046,3974,4186,4068,3669,3331,4205,3931.14285714286,3787.5,3789.52380952381,-0.0954668267787451,4015.41831187579
"312","4",0,11,"0","2","1","1",0.408333,0.412246,0.721667,0.0690375,376,3829,4205,3746.42857142857,4035,3649,3926,4046,3974,4186,4068,3669,4109,3983.42857142857,3842,3764.04761904762,-0.0997547015535568,4121.60882387579
"313","4",0,11,"0","3","1","1",0.4,0.409079,0.758333,0.0621958,305,3804,4109,3766.57142857143,4205,4035,3649,3926,4046,3974,4186,4068,2933,4003,4120,3738.19047619048,-0.033677482792527,4077.01376159007
"314","4",0,11,"0","4","1","2",0.38,0.373721,0.813333,0.189067,190,2743,2933,3776.28571428571,4109,4205,4035,3649,3926,4046,3974,4186,3368,3992,4157,3818.42857142857,0.0183946488294314,3548.66370187579
"315","4",0,11,"1","5","0","1",0.324167,0.306817,0.44625,0.314675,440,2928,3368,3840.71428571429,2933,4109,4205,4035,3649,3926,4046,3974,4067,3843.28571428571,3521,3758.33333333333,0.261952692501258,3592.9434281615
"316","4",0,11,"0","6","0","1",0.356667,0.357942,0.552917,0.212062,1275,2792,4067,3839.28571428571,3368,2933,4109,4205,4035,3649,3926,4046,3717,3746.42857142857,3150.5,3713.7619047619,0.167572911517548,3862.91090644722
"317","4",0,11,"0","0","0","1",0.440833,0.43055,0.458333,0.281721,1004,2713,3717,3511.85714285714,4067,3368,2933,4109,4205,4035,3649,3926,4486,3766.57142857143,3717.5,3702.28571428571,-0.0359144167091187,3773.5132801615
"318","4",0,11,"0","1","1","1",0.53,0.524612,0.587083,0.306596,595,3891,4486,3529,3717,4067,3368,2933,4109,4205,4035,3649,4195,3776.28571428571,3892,3670.66666666667,-0.0186352425322006,4107.27452644722
"319","4",0,11,"0","2","1","2",0.53,0.507579,0.68875,0.199633,449,3746,4195,3532.42857142857,4486,3717,4067,3368,2933,4109,4205,4035,1817,3840.71428571429,4101.5,3684.90476190476,-0.111771995043371,4041.57741073293
"320","4",0,11,"0","3","1","3",0.456667,0.451988,0.93,0.136829,145,1672,1817,3474.71428571429,4195,4486,3717,4067,3368,2933,4109,4205,3053,3839.28571428571,4340.5,3661.47619047619,0.00237812128418549,2983.25626301865
"321","4",0,11,"0","4","1","2",0.341667,0.323221,0.575833,0.305362,139,2914,3053,3446.57142857143,1817,4195,4486,3717,4067,3368,2933,4109,3392,3511.85714285714,3006,3562.57142857143,0.557799951326357,3191.29025787579
"322","4",0,11,"0","5","1","1",0.274167,0.272721,0.41,0.168533,245,3147,3392,3200.71428571429,3053,1817,4195,4486,3717,4067,3368,2933,3663,3529,2435,3581.33333333333,-0.0409137401977497,3496.81141930436
"323","4",0,11,"0","6","0","1",0.329167,0.324483,0.502083,0.224496,943,2720,3663,2831,3392,3053,1817,4195,4486,3717,4067,3368,3520,3532.42857142857,3222.5,3564.42857142857,-0.00712589073634204,3610.08956130436
"324","4",0,11,"0","0","0","2",0.463333,0.457058,0.684583,0.18595,787,2733,3520,2938,3663,3392,3053,1817,4195,4486,3717,4067,2765,3474.71428571429,3527.5,3709,0.0993361199901647,3489.01241130436
"325","4",0,11,"0","1","1","3",0.4475,0.445062,0.91,0.138054,220,2545,2765,2715.42857142857,3520,3663,3392,3053,1817,4195,4486,3717,1607,3446.57142857143,3591.5,3718,0.0529997309658327,3159.13868530436
"326","4",0,11,"0","2","1","3",0.416667,0.421696,0.9625,0.118792,69,1538,1607,2629.71428571429,2765,3520,3663,3392,3053,1817,4195,4486,2566,3200.71428571429,3142.5,3674.95238095238,0.38363798484173,2424.36749987579
"327","4",0,11,"0","3","1","2",0.440833,0.430537,0.757917,0.335825,112,2454,2566,2544.71428571429,1607,2765,3520,3663,3392,3053,1817,4195,1495,2831,2186,3557.7619047619,0.616924910607866,2576.02140673293
"328","4",0,11,"1","4","0","1",0.373333,0.372471,0.549167,0.167304,560,935,1495,2480.57142857143,2566,1607,2765,3520,3663,3392,3053,1817,2792,2938,2086.5,3480.61904761905,-0.41221794166208,2379.55964987579
"329","4",0,11,"0","5","1","1",0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2638,1495,2566,1607,2765,3520,3663,3392,3053,3068,2715.42857142857,2030.5,3362.57142857143,0.510317720275139,2671.92740130436
"330","4",0,11,"0","6","0","1",0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,2824.71428571429,2792,1495,2566,1607,2765,3520,3663,3392,3071,2629.71428571429,2143.5,3302.85714285714,0.17688679245283,2801.95594130436
"331","4",0,11,"0","0","0","1",0.459167,0.4558,0.698333,0.208954,810,2261,3071,2974.28571428571,3068,2792,1495,2566,1607,2765,3520,3663,3867,2544.71428571429,2930,3262,0.162435162435162,2755.34456444722
"332","4",0,11,"0","1","1","1",0.503478,0.490122,0.743043,0.142122,253,3614,3867,3293.14285714286,3071,3068,2792,1495,2566,1607,2765,3520,2914,2480.57142857143,3069.5,3234.47619047619,0.127556818181818,3072.42978930436
"333","4",0,11,"0","2","1","2",0.458333,0.451375,0.830833,0.258092,96,2818,2914,3457.14285714286,3867,3071,3068,2792,1495,2566,1607,2765,3613,2638,3469,3226.47619047619,-0.398553345388788,2845.2303201615
"334","4",0,11,"0","3","1","1",0.325,0.311221,0.613333,0.271158,188,3425,3613,3535.14285714286,2914,3867,3071,3068,2792,1495,2566,1607,3727,2824.71428571429,3390.5,3165,-0.813316739265712,3266.29447759007
"335","4",0,12,"0","4","1","1",0.3125,0.305554,0.524583,0.220158,182,3545,3727,3594.28571428571,3613,2914,3867,3071,3068,2792,1495,2566,3940,2974.28571428571,3263.5,3141.38095238095,-0.408028059236165,3384.40083501865
"336","4",0,12,"0","5","1","1",0.314167,0.331433,0.625833,0.100754,268,3672,3940,3586.28571428571,3727,3613,2914,3867,3071,3068,2792,1495,3614,3293.14285714286,3670,3179.19047619048,-1.49297658862876,3730.7049161615
"337","4",0,12,"0","6","0","1",0.299167,0.310604,0.612917,0.0957833,706,2908,3614,3540.57142857143,3940,3727,3613,2914,3867,3071,3068,2792,3485,3457.14285714286,3833.5,3206.42857142857,-0.411174785100287,3615.66104359007
"338","4",0,12,"0","0","0","1",0.330833,0.3491,0.775833,0.0839583,634,2851,3485,3125.14285714286,3614,3940,3727,3613,2914,3867,3071,3068,3811,3535.14285714286,3777,3184.85714285714,-0.177966101694915,3566.87349759007
"339","4",0,12,"0","1","1","2",0.385833,0.393925,0.827083,0.0622083,233,3578,3811,3067.28571428571,3485,3614,3940,3727,3613,2914,3867,3071,2594,3594.28571428571,3549.5,3173.80952380952,-0.134809508303484,3733.33141073293
"340","4",0,12,"0","2","1","3",0.4625,0.4564,0.949583,0.232583,126,2468,2594,3021.57142857143,3811,3485,3614,3940,3727,3613,2914,3867,705,3586.28571428571,3648,3141.66666666667,0.0144815102146367,3173.11632130436
"341","4",0,12,"0","3","1","3",0.41,0.400246,0.970417,0.266175,50,655,705,2961,2594,3811,3485,3614,3940,3727,3613,2914,3322,3540.57142857143,3202.5,3065.42857142857,0.109814687714482,2313.45195359007
"342","4",0,12,"0","4","1","1",0.265833,0.256938,0.58,0.240058,150,3172,3322,2855,705,2594,3811,3485,3614,3940,3727,3613,3620,3125.14285714286,1649.5,3012.47619047619,0.80487129809023,3050.23843330436
"343","4",0,12,"0","5","1","1",0.290833,0.317542,0.695833,0.0827167,261,3359,3620,2783.42857142857,3322,705,2594,3811,3485,3614,3940,3727,3190,3067.28571428571,2013.5,3025.28571428571,0.10866648779179,3301.09752873293
"344","4",0,12,"0","6","0","1",0.275,0.266412,0.5075,0.233221,502,2688,3190,2916.14285714286,3620,3322,705,2594,3811,3485,3614,3940,2743,3021.57142857143,3471,3036.14285714286,0.0812182741116751,3094.34884159007
"345","4",0,12,"0","0","0","1",0.220833,0.253154,0.49,0.0665417,377,2366,2743,3349.71428571429,3190,3620,3322,705,2594,3811,3485,3614,3310,2961,3405,3013.61904761905,0.11732152739347,2860.1322561615
"346","4",0,12,"0","1","1","1",0.238333,0.270196,0.670833,0.06345,143,3167,3310,3405,2743,3190,3620,3322,705,2594,3811,3485,3523,2855,2966.5,2976.61904761905,0.212912482065997,3025.69621987579
"347","4",0,12,"0","2","1","1",0.2825,0.301138,0.59,0.14055,155,3368,3523,3398.85714285714,3310,2743,3190,3620,3322,705,2594,3811,3740,2783.42857142857,3026.5,3002.57142857143,0.131461558646025,3092.16310930436
"348","4",0,12,"0","3","1","2",0.3175,0.338362,0.66375,0.0609583,178,3562,3740,3334.42857142857,3523,3310,2743,3190,3620,3322,705,2594,3709,2916.14285714286,3416.5,3093.80952380952,-0.358134155744025,3349.74860073293
"349","4",0,12,"0","4","1","2",0.4225,0.412237,0.634167,0.268042,181,3528,3709,3289.85714285714,3740,3523,3310,2743,3190,3620,3322,705,3577,3349.71428571429,3631.5,3149.71428571429,-4.30496453900709,3712.4772561615
"350","4",0,12,"0","5","1","2",0.375,0.359825,0.500417,0.260575,178,3399,3577,3303.14285714286,3709,3740,3523,3310,2743,3190,3620,3322,2739,3405,3724.5,3255.14285714286,-0.116496086694762,3523.02777073293
"351","4",0,12,"0","6","0","2",0.258333,0.249371,0.560833,0.243167,275,2464,2739,3335.57142857143,3577,3709,3740,3523,3310,2743,3190,3620,2431,3398.85714285714,3643,3292.52380952381,0.011878453038674,3130.34053273293
"352","4",0,12,"0","0","0","1",0.238333,0.245579,0.58625,0.169779,220,2211,2431,3181.28571428571,2739,3577,3709,3740,3523,3310,2743,3190,3403,3334.42857142857,3158,3276.85714285714,0.141379310344828,2935.29173473293
"353","4",0,12,"0","1","1","1",0.276667,0.280933,0.6375,0.172896,260,3143,3403,3089.71428571429,2431,2739,3577,3709,3740,3523,3310,2743,3750,3289.85714285714,2585,3246.38095238095,0.113744075829384,3339.20575044722
"354","4",0,12,"0","2","1","2",0.385833,0.396454,0.595417,0.0615708,216,3534,3750,2894.28571428571,3403,2431,2739,3577,3709,3740,3523,3310,2660,3303.14285714286,2917,3224.28571428571,-0.0280966767371601,3521.93303644722
"355","1",0,12,"0","3","1","2",0.428333,0.428017,0.858333,0.2214,107,2553,2660,2647.42857142857,3750,3403,2431,2739,3577,3709,3740,3523,3068,3335.57142857143,3576.5,3264.09523809524,-0.0644337212602895,3076.94560701864
"356","1",0,12,"0","4","1","2",0.423333,0.426121,0.7575,0.047275,227,2841,3068,2407.85714285714,2660,3750,3403,2431,2739,3577,3709,3740,2209,3181.28571428571,3205,3218.71428571429,0.288770053475936,3085.17791244722
"357","1",0,12,"0","5","1","1",0.373333,0.377513,0.68625,0.274246,163,2046,2209,2109.85714285714,3068,2660,3750,3403,2431,2739,3577,3709,1011,3089.71428571429,2864,3187.33333333333,0.172822863305473,2688.66110873293
