"","X.3","X.2","X.1","X","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","cnt_mov_avg_7","cnt_lag_1","cnt_lag_2","cnt_lag_3","cnt_lag_4","cnt_lag_5","cnt_lag_6","cnt_lag_7","cnt_lag_8","cnt_tom","r_cnt_mov_avg_7","r_cnt_mov_avg_2","r_cnt_mov_avg_21","weekly_trend","AR"
"212",212,212,212,212,"2011-07-31",3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,4242.57142857143,4475,3846,4390,4656,4590,3840,3606,3285,4266,4200.42857142857,4160.5,4409.71428571429,-0.362252663622527,4326.98740973639
"213",213,213,213,213,"2011-08-01",3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,729,3537,4266,4269.14285714286,4302,4475,3846,4390,4656,4590,3840,3606,4845,4299.85714285714,4388.5,4382.14285714286,-0.193011647254576,4337.43798916497
"214",214,214,214,214,"2011-08-02",3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,801,4044,4845,4414.85714285714,4266,4302,4475,3846,4390,4656,4590,3840,3574,4360.71428571429,4284,4390.71428571429,-0.1109375,4605.43737830783
"215",215,215,215,215,"2011-08-03",3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467,3107,3574,4389,4845,4266,4302,4475,3846,4390,4656,4590,4576,4397.14285714286,4555.5,4418.66666666667,-0.0555555555555556,4066.59423030783
"216",216,216,216,216,"2011-08-04",3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,799,3777,4576,4315.14285714286,3574,4845,4266,4302,4475,3846,4390,4656,4866,4242.57142857143,4209.5,4382.09523809524,0.232388316151203,4329.08400002211
"217",217,217,217,217,"2011-08-05",3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,4323.71428571429,4576,3574,4845,4266,4302,4475,3846,4390,4294,4269.14285714286,4075,4357.90476190476,-0.042369020501139,4547.68005487926
"218",218,218,218,218,"2011-08-06",3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521,2773,4294,4289,4866,4576,3574,4845,4266,4302,4475,3846,3785,4414.85714285714,4721,4325.90476190476,-0.265210608424337,4434.85218630782
"219",219,219,219,219,"2011-08-07",3,0,8,0,0,0,1,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,4461.28571428571,4294,4866,4576,3574,4845,4266,4302,4475,4326,4389,4580,4248.33333333333,0.0404469273743017,4126.20299259354
"220",220,220,220,220,"2011-08-08",3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846,3480,4326,4492.14285714286,3785,4294,4866,4576,3574,4845,4266,4302,4602,4315.14285714286,4039.5,4176.09523809524,0.120176662017666,4297.18958916497
"221",221,221,221,221,"2011-08-09",3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,907,3695,4602,4497.71428571429,4326,3785,4294,4866,4576,3574,4845,4266,4780,4323.71428571429,4055.5,4169.80952380952,-0.0140646976090014,4456.87551316497
"222",222,222,222,222,"2011-08-10",3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,884,3896,4780,4477.14285714286,4602,4326,3785,4294,4866,4576,3574,4845,4792,4289,4464,4172.71428571429,0.0501547987616099,4495.34284916497
"223",223,223,223,223,"2011-08-11",3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,812,3980,4792,4482.14285714286,4780,4602,4326,3785,4294,4866,4576,3574,4905,4461.28571428571,4691,4194.04761904762,-0.337437045327364,4687.80595830782
"224",224,224,224,224,"2011-08-12",3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,1051,3854,4905,4483.85714285714,4792,4780,4602,4326,3785,4294,4866,4576,4150,4492.14285714286,4786,4242.04761904762,-0.0472027972027972,4693.05570402211
"225",225,225,225,225,"2011-08-13",3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,4501.42857142857,4905,4792,4780,4602,4326,3785,4294,4866,3820,4497.71428571429,4848.5,4314.33333333333,-0.00801479654747226,4359.19028516497
"226",226,226,226,226,"2011-08-14",3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,4489.14285714286,4150,4905,4792,4780,4602,4326,3785,4294,4338,4477.14285714286,4527.5,4355.52380952381,0.0335351653469958,4193.67481830783
"227",227,227,227,227,"2011-08-15",3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775,3563,4338,4348.14285714286,3820,4150,4905,4792,4780,4602,4326,3785,4725,4482.14285714286,3985,4365.71428571429,-0.00924702774108322,4431.30105259354
"228",228,228,228,228,"2011-08-16",3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.236329,721,4004,4725,4240.71428571429,4338,3820,4150,4905,4792,4780,4602,4326,4694,4483.85714285714,4079,4389.42857142857,-0.00277392510402219,4598.01336230782
"229",229,229,229,229,"2011-08-17",3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.143667,668,4026,4694,4389.42857142857,4725,4338,3820,4150,4905,4792,4780,4602,3805,4501.42857142857,4531.5,4395.85714285714,-0.0267275097783572,4601.45444402211
"230",230,230,230,230,"2011-08-18",3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,639,3166,3805,4397,4694,4725,4338,3820,4150,4905,4792,4780,4153,4489.14285714286,4709.5,4397.66666666667,0.0179916317991632,4197.59151945069
"231",231,231,231,231,"2011-08-19",3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797,3356,4153,4457,3805,4694,4725,4338,3820,4150,4905,4792,5191,4348.14285714286,4249.5,4369.80952380952,0.205968280467446,4212.21044859354
"232",232,232,232,232,"2011-08-20",3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,4624.14285714286,4153,3805,4694,4725,4338,3820,4150,4905,3873,4240.71428571429,3979,4384.42857142857,0.153312945973496,4614.02970516497
"233",233,233,233,233,"2011-08-21",3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249,2624,3873,4686.42857142857,5191,4153,3805,4694,4725,4338,3820,4150,4758,4389.42857142857,4672,4418.52380952381,-0.250843373493976,4239.85945259354
"234",234,234,234,234,"2011-08-22",3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833,3925,4758,4648.85714285714,3873,5191,4153,3805,4694,4725,4338,3820,5895,4397,4532,4398.09523809524,-0.0138743455497382,4565.45624230783
"235",235,235,235,235,"2011-08-23",3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,4721.42857142857,4758,3873,5191,4153,3805,4694,4725,4338,5130,4457,4315.5,4421.52380952381,-0.0968188105117566,5113.29258402211
"236",236,236,236,236,"2011-08-24",3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,949,4181,5130,4139.14285714286,5895,4758,3873,5191,4153,3805,4694,4725,3542,4624.14285714286,5326.5,4471.52380952381,-0.247619047619048,4924.09154116497
"237",237,237,237,237,"2011-08-25",3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,435,3107,3542,4205,5130,5895,4758,3873,5191,4153,3805,4694,4661,4686.42857142857,5512.5,4545.61904761905,-0.0928845334469536,4228.27489087925
"238",238,238,238,238,"2011-08-26",3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,768,3893,4661,4187.28571428571,3542,5130,5895,4758,3873,5191,4153,3805,1115,4648.85714285714,4336,4496.38095238095,0.069119579500657,4647.13217716497
"239",239,239,239,239,"2011-08-27",3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,226,889,1115,4088.57142857143,4661,3542,5130,5895,4758,3873,5191,4153,4334,4721.42857142857,4101.5,4486.61904761905,-0.122321213580544,3204.30103602211
"240",240,240,240,240,"2011-08-28",3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,4078.28571428571,1115,4661,3542,5130,5895,4758,3873,5191,4634,4139.14285714286,2888,4335.2380952381,0.785205162781738,3981.05850745069
"241",241,241,241,241,"2011-08-29",3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729,3905,4634,4303,4334,1115,4661,3542,5130,5895,4758,3873,5204,4205,2724.5,4361.38095238095,-0.119029176349083,4428.00308345068
"242",242,242,242,242,"2011-08-30",3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775,4429,5204,4312.42857142857,4634,4334,1115,4661,3542,5130,5895,4758,5058,4187.28571428571,4484,4376.04761904762,0.0260613703236654,4628.04423030782
"243",243,243,243,243,"2011-08-31",3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,4793.71428571429,5204,4634,4334,1115,4661,3542,5130,5895,5115,4088.57142857143,4919,4404.71428571429,0.117217981340119,4473.91923945068
"244",244,244,244,244,"2011-09-01",3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783,4332,5115,4880.28571428571,5058,5204,4634,4334,1115,4661,3542,5130,4727,4078.28571428571,5131,4417.95238095238,0.0140350877192982,4530.8915080221
"245",245,245,245,245,"2011-09-02",3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,875,3852,4727,4697,5115,5058,5204,4634,4334,1115,4661,3542,4484,4303,5086.5,4433.33333333333,-0.444099378881988,4592.45890687925
"246",246,246,246,246,"2011-09-03",3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,4340.71428571429,4727,5115,5058,5204,4634,4334,1115,4661,4940,4312.42857142857,4921,4424.85714285714,-0.0141600514910963,4399.86671145068
"247",247,247,247,247,"2011-09-04",3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,3903.28571428571,4484,4727,5115,5058,5204,4634,4334,1115,3351,4793.71428571429,4605.5,4440.7619047619,-3.02152466367713,5074.04091602212
"248",248,248,248,248,"2011-09-05",3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,3435.71428571429,4940,4484,4727,5115,5058,5204,4634,4334,2710,4880.28571428571,4712,4494.09523809524,-0.139824642362713,4266.38969545068
"249",249,249,249,249,"2011-09-06",3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,204,2506,2710,3266.71428571429,3351,4940,4484,4727,5115,5058,5204,4634,1996,4697,4145.5,4447.09523809524,0.276866637893828,3768.84259887926
"250",250,250,250,250,"2011-09-07",3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,3389.71428571429,2710,3351,4940,4484,4727,5115,5058,5204,1842,4340.71428571429,3030.5,4351.14285714286,0.479246733282091,3183.3244017364
"251",251,251,251,251,"2011-09-08",3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,153,1689,1842,3404.85714285714,1996,2710,3351,4940,4484,4727,5115,5058,3544,3903.28571428571,2353,4222.66666666667,0.605377619612495,2833.26950345068
"252",252,252,252,252,"2011-09-09",3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417,3127,3544,3599.42857142857,1842,1996,2710,3351,4940,4484,4727,5115,5345,3435.71428571429,1919,4129.19047619048,0.639882697947214,3289.78573659354
"253",253,253,253,253,"2011-09-10",3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750,3595,5345,3892.71428571429,3544,1842,1996,2710,3351,4940,4484,4727,5046,3266.71428571429,2693,4100.19047619048,0.250264438332981,4100.65433087926
"254",254,254,254,254,"2011-09-11",3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,4291.14285714286,5345,3544,1842,1996,2710,3351,4940,4484,4713,3389.71428571429,4444.5,4107.52380952381,-0.192016057091882,4167.50317087925
"255",255,255,255,255,"2011-09-12",3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,690,4023,4713,4550.71428571429,5046,5345,3544,1842,1996,2710,3351,4940,4763,3404.85714285714,5195.5,4163.38095238095,-0.0214574898785425,3985.68503602211
"256",256,256,256,256,"2011-09-13",3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,701,4062,4763,4724.42857142857,4713,5046,5345,3544,1842,1996,2710,3351,4785,3599.42857142857,4879.5,4161.2380952381,-0.406445837063563,4195.31238002211
"257",257,257,257,257,"2011-09-14",3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,647,4138,4785,4605.28571428571,4763,4713,5046,5345,3544,1842,1996,2710,3659,3892.71428571429,4738,4107.33333333333,-0.757564575645756,4414.05897202211
"258",258,258,258,258,"2011-09-15",3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,428,3231,3659,4495,4785,4763,4713,5046,5345,3544,1842,1996,4760,4291.14285714286,4774,4090.90476190476,-1.39729458917836,4199.45262630783
"259",259,259,259,259,"2011-09-16",3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742,4018,4760,4470.14285714286,3659,4785,4763,4713,5046,5345,3544,1842,4511,4550.71428571429,4222,4096.47619047619,-0.98642779587405,4762.48713716497
"260",260,260,260,260,"2011-09-17",3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,4309.85714285714,4760,3659,4785,4763,4713,5046,5345,3544,4274,4724.42857142857,4209.5,4101.19047619048,-0.343115124153499,4716.53314859354
"261",261,261,261,261,"2011-09-18",3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,1353,2921,4274,4248,4511,4760,3659,4785,4763,4713,5046,5345,4539,4605.28571428571,4635.5,4262.90476190476,0.156033676333022,4419.98964859354
"262",262,262,262,262,"2011-09-19",3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,691,3848,4539,4410.28571428571,4274,4511,4760,3659,4785,4763,4713,5046,3641,4495,4392.5,4260.04761904762,0.1529924692826,4475.62752687926
"263",263,263,263,263,"2011-09-20",3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438,3203,3641,4072.42857142857,4539,4274,4511,4760,3659,4785,4763,4713,4352,4470.14285714286,4406.5,4255.52380952381,0.0369191597708466,4110.53137716497
"264",264,264,264,264,"2011-09-21",3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,539,3813,4352,4202.71428571429,3641,4539,4274,4511,4760,3659,4785,4763,4795,4309.85714285714,4090,4181.09523809524,0.235565819861432,4268.08591030782
"265",265,265,265,265,"2011-09-22",3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,555,4240,4795,4307.85714285714,4352,3641,4539,4274,4511,4760,3659,4785,2395,4248,3996.5,4147.47619047619,0.090491118077325,4466.80717259354
"266",266,266,266,266,"2011-09-23",4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,4320.85714285714,4795,4352,3641,4539,4274,4511,4760,3659,5423,4410.28571428571,4573.5,4132.2380952381,-0.310467340803498,3619.17416630782
"267",267,267,267,267,"2011-09-24",4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,4389.28571428571,2395,4795,4352,3641,4539,4274,4511,4760,5010,4072.42857142857,3595,4021.19047619048,0.496848739495798,4519.11072630782
"268",268,268,268,268,"2011-09-25",4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,4325.71428571429,5423,2395,4795,4352,3641,4539,4274,4511,4630,4202.71428571429,3909,4065.90476190476,-0.20217246730215,4616.93983602211
"269",269,269,269,269,"2011-09-26",4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,684,3946,4630,4332,5010,5423,2395,4795,4352,3641,4539,4274,4120,4307.85714285714,5216.5,4069.2380952381,-0.172204024333177,4501.67396402211
"270",270,270,270,270,"2011-09-27",4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477,3643,4120,4733,4630,5010,5423,2395,4795,4352,3641,4539,3907,4320.85714285714,4820,4130.14285714286,-0.0200484688257325,4248.97407945068
"271",271,271,271,271,"2011-09-28",4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480,3427,3907,4305.28571428571,4120,4630,5010,5423,2395,4795,4352,3641,4839,4389.28571428571,4375,4197.28571428571,-0.131557264487778,4219.78601887925
"272",272,272,272,272,"2011-09-29",4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,4006.42857142857,3907,4120,4630,5010,5423,2395,4795,4352,5202,4325.71428571429,4013.5,4288.28571428571,0.102251838235294,4529.21872459354
"273",273,273,273,273,"2011-09-30",4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,3855,4839,3907,4120,4630,5010,5423,2395,4795,2429,4332,4373,4431,-0.00917622523461939,4719.75428916497
"274",274,274,274,274,"2011-10-01",4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,3903,5202,4839,3907,4120,4630,5010,5423,2395,2918,4733,5020.5,4509.95238095238,-1.17202505219207,3920.29185202211
"275",275,275,275,275,"2011-10-02",4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,4034.28571428571,2429,5202,4839,3907,4120,4630,5010,5423,3570,4305.28571428571,3815.5,4371.09523809524,0.552092937488475,3530.58758230782
"276",276,276,276,276,"2011-10-03",4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,4023.71428571429,2918,2429,5202,4839,3907,4120,4630,5010,4456,4006.42857142857,2673.5,4269.7619047619,0.417564870259481,3698.09359030783
"277",277,277,277,277,"2011-10-04",4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,3992.71428571429,3570,2918,2429,5202,4839,3907,4120,4630,4826,3855,3244,4215.33333333333,0.228941684665227,4058.44273430783
"278",278,278,278,278,"2011-10-05",4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,4418.42857142857,4456,3570,2918,2429,5202,4839,3907,4120,4765,3903,4013,4200.71428571429,-0.0815533980582524,4331.66442002211
"279",279,279,279,279,"2011-10-06",4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,4788.85714285714,4826,4456,3570,2918,2429,5202,4839,3907,4985,4034.28571428571,4641,4202.66666666667,-0.235218837983107,4415.86954630782
"280",280,280,280,280,"2011-10-07",4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,5009.85714285714,4765,4826,4456,3570,2918,2429,5202,4839,5409,4023.71428571429,4795.5,4255.33333333333,0.015292415788386,4443.61665659354
"281",281,281,281,281,"2011-10-08",4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,5025.14285714286,4985,4765,4826,4456,3570,2918,2429,5202,5511,3992.71428571429,4875,4266.04761904762,0.0417147251057286,4600.32196287925
"282",282,282,282,282,"2011-10-09",4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,4680.85714285714,5409,4985,4765,4826,4456,3570,2918,2429,5117,4418.42857142857,5197,4308.80952380952,-1.22684232194319,5083.48320459354
"283",283,283,283,283,"2011-10-10",4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,4416.28571428571,5511,5409,4985,4765,4826,4456,3570,2918,4563,4788.85714285714,5460,4367.71428571429,-0.888622344071282,5099.85094516497
"284",284,284,284,284,"2011-10-11",4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,4224.71428571429,5117,5511,5409,4985,4765,4826,4456,3570,2416,5009.85714285714,5314,4395.2380952381,-0.433333333333333,4921.56066345068
"285",285,285,285,285,"2011-10-12",4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,4197.28571428571,4563,5117,5511,5409,4985,4765,4826,4456,2913,5025.14285714286,4840,4439.14285714286,-0.0240125673249551,3914.0314017364
"286",286,286,286,286,"2011-10-13",4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,4130.14285714286,2416,4563,5117,5511,5409,4985,4765,4826,3644,4680.85714285714,3489.5,4346.95238095238,0.499378367177787,3777.81350230782
"287",287,287,287,287,"2011-10-14",4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,4052,2913,2416,4563,5117,5511,5409,4985,4765,5217,4416.28571428571,2664.5,4257.33333333333,0.388667366211962,3977.69238287925
"288",288,288,288,288,"2011-10-15",4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,4078.42857142857,3644,2913,2416,4563,5117,5511,5409,4985,5041,4224.71428571429,3278.5,4316.80952380952,0.26900702106319,4579.82685659355
"289",289,289,289,289,"2011-10-16",4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,4079.57142857143,5217,3644,2913,2416,4563,5117,5511,5409,4570,4197.28571428571,4430.5,4307,0.0354963948973932,4559.12408345068
"290",290,290,290,290,"2011-10-17",4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,4262.71428571429,5041,5217,3644,2913,2416,4563,5117,5511,4748,4130.14285714286,5129,4308.47619047619,0.0852839774995464,4300.38853202211
"291",291,291,291,291,"2011-10-18",4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,4357,4570,5041,5217,3644,2913,2416,4563,5117,2424,4052,4805.5,4305.61904761905,0.106898573382842,4328.13071945068
"292",292,292,292,292,"2011-10-19",4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,4227.14285714286,4748,4570,5041,5217,3644,2913,2416,4563,4195,4078.42857142857,4659,4335.52380952381,-0.0405435020819636,3384.50172345068
"293",293,293,293,293,"2011-10-20",4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,4132.85714285714,2424,4748,4570,5041,5217,3644,2913,2416,4304,4079.57142857143,3586,4264.90476190476,-0.0033112582781457,4139.18080687925
"294",294,294,294,294,"2011-10-21",4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,4078.14285714286,4195,2424,4748,4570,5041,5217,3644,2913,4308,4262.71428571429,3309.5,4234.2380952381,-0.440096120837624,4368.91061545069
"295",295,295,295,295,"2011-10-22",4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,4069.42857142857,4304,4195,2424,4748,4570,5041,5217,3644,4381,4357,4249.5,4191.47619047619,-0.181119648737651,4385.81879716497
"296",296,296,296,296,"2011-10-23",4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,4279.42857142857,4308,4304,4195,2424,4748,4570,5041,5217,4187,4227.14285714286,4306,4280.95238095238,0.174238067855089,4246.76767316497
"297",297,297,297,297,"2011-10-24",4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,4060,4381,4308,4304,4195,2424,4748,4570,5041,4687,4132.85714285714,4344.5,4350.61904761905,0.130926403491371,4124.77660630782
"298",298,298,298,298,"2011-10-25",4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,3980.42857142857,4187,4381,4308,4304,4195,2424,4748,4570,3894,4078.14285714286,4284,4380,0.0838074398249453,4326.7533377364
"299",299,299,299,299,"2011-10-26",4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,3454.57142857143,4687,4187,4381,4308,4304,4195,2424,4748,2659,4069.42857142857,4437,4391,0.0128475147430497,3999.14982687925
"300",300,300,300,300,"2011-10-27",4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,3304.57142857143,3894,4687,4187,4381,4308,4304,4195,2424,3747,4279.42857142857,4290.5,4346.61904761905,-0.606435643564356,3679.4777857364
"301",301,301,301,301,"2011-10-28",4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,3230.57142857143,2659,3894,4687,4187,4381,4308,4304,4195,627,4060,3276.5,4246.33333333333,0.366150178784267,3839.28551030783
"302",302,302,302,302,"2011-10-29",4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,3142.14285714286,3747,2659,3894,4687,4187,4381,4308,4304,3331,3980.42857142857,3203,4187.38095238095,0.129414498141264,2506.86446345068
"303",303,303,303,303,"2011-10-30",4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,3183.85714285714,627,3747,2659,3894,4687,4187,4381,4308,3669,3454.57142857143,2187,3959.66666666667,0.854456824512535,3183.32089487925
"304",304,304,304,304,"2011-10-31",4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,3371.71428571429,3331,627,3747,2659,3894,4687,4187,4381,4068,3304.57142857143,1979,3855.85714285714,0.239671307920566,3406.44843830783
"305",305,305,305,305,"2011-11-01",4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,3414.42857142857,3669,3331,627,3747,2659,3894,4687,4187,4186,3230.57142857143,3500,3786.90476190476,0.123716264628612,3569.57910630783
"306",306,306,306,306,"2011-11-02",4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,3885.71428571429,4068,3669,3331,627,3747,2659,3894,4687,3974,3142.14285714286,3868.5,3763.33333333333,0.132067420524856,3564.08147887926
"307",307,307,307,307,"2011-11-03",4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,3931.14285714286,4186,4068,3669,3331,627,3747,2659,3894,4046,3183.85714285714,4127,3847.61904761905,-0.0749871597329224,3552.42131030782
"308",308,308,308,308,"2011-11-04",4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,3983.42857142857,3974,4186,4068,3669,3331,627,3747,2659,3926,3371.71428571429,4080,3898.14285714286,-0.494546822113577,3753.35982230783
"309",309,309,309,309,"2011-11-05",4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,4003,4046,3974,4186,4068,3669,3331,627,3747,3649,3414.42857142857,4010,3917.28571428571,-0.0797971710701895,3663.10075659354
"310",310,310,310,310,"2011-11-06",4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,3992,3926,4046,3974,4186,4068,3669,3331,627,4035,3885.71428571429,3986,3855.80952380952,-5.2615629984051,3996.29164002212
"311",311,311,311,311,"2011-11-07",4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,3843.28571428571,3649,3926,4046,3974,4186,4068,3669,3331,4205,3931.14285714286,3787.5,3789.52380952381,-0.0954668267787451,4004.88258230783
"312",312,312,312,312,"2011-11-08",4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,3746.42857142857,4035,3649,3926,4046,3974,4186,4068,3669,4109,3983.42857142857,3842,3764.04761904762,-0.0997547015535568,4110.97468287925
"313",313,313,313,313,"2011-11-09",4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,3766.57142857143,4205,4035,3649,3926,4046,3974,4186,4068,2933,4003,4120,3738.19047619048,-0.033677482792527,4066.49676630783
"314",314,314,314,314,"2011-11-10",4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,3776.28571428571,4109,4205,4035,3649,3926,4046,3974,4186,3368,3992,4157,3818.42857142857,0.0183946488294314,3539.09120802211
"315",315,315,315,315,"2011-11-11",4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,3840.71428571429,2933,4109,4205,4035,3649,3926,4046,3974,4067,3843.28571428571,3521,3758.33333333333,0.261952692501258,3583.01859430782
"316",316,316,316,316,"2011-11-12",4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,3839.28571428571,3368,2933,4109,4205,4035,3649,3926,4046,3717,3746.42857142857,3150.5,3713.7619047619,0.167572911517548,3852.31637830783
